60	6.704	7715346	9703376	2.097825	1.218721	0.005094
61	6.70226	7715352	9641539	2.139184	1.2191	0.005164
62	6.7313	7851175	10254139	1.424821	1.396431	0.002663
63	6.67652	7843074	9049147	2.8102	1.390681	0.005211
64	6.63652	8011328	9705415	2.09407	1.566721	0.004906
65	6.6343	8011363	9642365	2.138026	1.567185	0.005332
66	6.67368	8146433	10254113	1.42499	1.743242	0.002146
67	6.6148	8146459	9051123	2.806631	1.750968	0.00589
68	6.5855	8310231	9703582	2.097568	1.914358	0.005718
69	6.5837	8310256	9642194	2.138774	1.914628	0.005874
70	6.63388	8443539	10255574	1.421712	2.088433	0.002112
71	6.57648	8440129	9048239	2.812233	2.085906	0.005253
72	6.55392	8610207	9703228	2.098862	2.259677	0.005406
73	6.5523	8610215	9641355	2.140334	2.259787	0.005396
74	6.609	8746121	10254192	1.425289	2.440398	0.003733
75	6.55338	8742076	9049154	2.810801	2.434023	0.005312
76	6.5387	8915326	9702522	2.100077	2.612622	0.006745
77	6.53706	8915315	9642530	2.138119	2.612587	0.006891
78	6.6056	9044085	10253384	1.426621	2.782373	0.002722
79	6.54928	9044008	9046118	2.816853	2.780625	0.0053
80	6.54336	9216114	9704069	2.097901	2.956333	0.007001
81	6.5416	9216118	9641313	2.140901	2.956252	0.007071
82	6.6198	9345440	10253257	1.42715	3.131922	0.002421
83	6.56124	9345353	9049005	2.811595	3.127025	0.006792
84	6.568	9519340	9703593	2.098277	3.30685	0.005807
85	6.56596	9519348	9640420	2.142618	3.306661	0.006106
86	7.0847	6736274	9031284	2.843399	-0.002137	0.003663
87	7.30648	6819480	7846325	4.229438	-0.002008	0.005537
88	7.0954	6909175	8442512	3.516389	0.171533	0.005536
89	7.1022	6910560	8420001	3.561135	0.172258	0.005832
90	6.96278	7013295	9031306	2.843642	0.341048	0.002211
91	7.18684	7054514	7845326	4.231989	0.346014	0.004691
92	6.9789	7150428	8442057	3.518113	0.521862	0.005525
93	6.98676	7150433	8420541	3.559694	0.519406	0.005342
94	6.8487	7302160	9029540	2.846802	0.698713	0.00407
95	7.08328	7331573	7844025	4.235294	0.688085	0.004816
96	6.8785	7436122	8441145	3.519957	0.870147	0.005882
97	6.88596	7436145	8419544	3.561761	0.868217	0.006016
98	6.7573	7548299	9027376	2.851336	1.040092	0.0043
99	6.9908	7617059	7844178	4.234661	1.038512	0.006123
100	6.79506	7725287	8440495	3.521014	1.216937	0.005845
101	6.80206	7725284	8420010	3.561752	1.21538	0.006179
102	6.68	7844462	9029289	2.848043	1.393118	0.003794
103	6.91616	7906597	7845200	4.232967	1.390135	0.005515
104	6.7275	8019026	8440246	3.521931	1.564881	0.006594
105	6.735	8019152	8419142	3.563473	1.564002	0.006437
106	6.6194	8141408	9030572	2.845327	1.740599	0.005399
107	6.86026	8157116	7844211	4.235287	1.735672	0.005358
108	6.67764	8316070	8440216	3.522211	1.913662	0.006896
109	6.68458	8316095	8418561	3.564132	1.912905	0.007379
110	6.58008	8438387	9029408	2.848037	2.08256	0.004429
111	6.82196	8451303	7844025	4.236564	2.084618	0.00403
112	6.6458	8614535	8440226	3.522366	2.261515	0.007171
113	6.6532	8614523	8419242	3.563514	2.26097	0.007025
114	6.55596	8741236	9029322	2.848454	2.432501	0.005399
115	6.7974	8747226	7844054	4.236074	2.433812	0.00632
116	6.63122	8916361	8440256	3.522318	2.612669	0.00824
117	6.63864	8912543	8419472	3.562813	2.605415	0.008028
118	6.55066	9044473	9028319	2.850522	2.7821	0.006295
119	6.79446	9042399	7842564	4.23889	2.780302	0.005639
120	6.63622	9215028	8439077	3.525048	2.957005	0.008499
121	6.6431	9215035	8419237	3.563747	2.957276	0.008439
122	6.56362	9346407	9028463	2.850206	3.129236	0.007238
123	6.805	9340413	7842569	4.238261	3.13253	0.008708
124	6.65832	9514166	8439427	3.524033	3.304231	0.009109
125	6.66522	9514158	8419259	3.563767	3.304812	0.009231
126	7.32034	6821286	7825017	4.27424	-0.003831	0.003639
127	7.79088	6941567	6758391	5.652162	-0.007864	0.006803
128	7.45992	7010495	7309191	4.943763	0.166227	0.006615
129	7.47252	7014036	7251237	4.983059	0.168549	0.006881
130	7.1997	7053206	7827315	4.269296	0.338793	0.003834
131	7.68146	7207426	6755036	5.660917	0.337871	0.007002
132	7.3486	7245113	7310208	4.942059	0.516805	0.005942
133	7.36324	7247211	7251318	4.983467	0.516866	0.005833
134	7.09468	7333252	7827114	4.27058	0.687734	0.002692
135	7.58114	7439406	6755550	5.659614	0.689783	0.006163
136	7.25198	7522597	7311285	4.93978	0.865533	0.006174
137	7.26774	7524331	7251384	4.983386	0.864716	0.006147
138	7.0026	7619035	7825566	4.272969	1.039573	0.004228
139	7.4947	7712522	6757481	5.65523	1.036596	0.006576
140	7.17364	7804210	7309461	4.943761	1.212981	0.006293
141	7.1901	7804219	7250037	4.987142	1.209586	0.006163
142	6.92892	7907247	7825477	4.273605	1.388528	0.003993
143	7.42602	7951030	6756416	5.657957	1.386634	0.007019
144	7.10888	8049007	7310507	4.941547	1.561075	0.006644
145	7.12498	8050059	7250202	4.9865	1.560703	0.006977
146	6.87052	8157579	7827038	4.271009	1.735744	0.00483
147	7.37222	8228552	6756527	5.657362	1.73062	0.007939
148	7.06246	8336232	7309332	4.944477	1.909128	0.007125
149	7.0787	8336258	7249500	4.987897	1.907384	0.006973
150	6.8312	8452272	7826283	4.272551	2.085646	0.004627
151	7.33536	8510168	6755373	5.660158	2.077718	0.008941
152	7.03066	8624208	7310171	4.942657	2.254833	0.008393
153	7.047	8625478	7249480	4.987651	2.25675	0.008492
154	6.80746	8746245	7825012	4.275068	2.431486	0.007157
155	7.3143	8754186	6755257	5.66076	2.427817	0.009281
156	7.018	8916413	7308404	4.94614	2.607165	0.009261
157	7.0335	8914326	7249198	4.988575	2.602558	0.009486
158	6.8035	9040170	7823597	4.277407	2.775679	0.007268
159	7.3088	9040146	6756016	5.659322	2.780739	0.009937
160	7.02118	9205303	7308490	4.945716	2.951853	0.010258
161	7.0365	9205295	7249460	4.987543	2.952362	0.010382
162	6.81612	9339322	7822409	4.279875	3.130941	0.009004
163	7.3198	9321457	6756197	5.658446	3.124535	0.010861
164	7.0419	9455451	7308187	4.946634	3.300653	0.011467
165	7.05738	9455444	7249492	4.98744	3.301936	0.011066
