1	7.4603	6847443	11435296	0	0	0
2	7.14168	6748260	10316576	1.379607	0	0
3	6.98468	9500100	11436130	-0.000501	3.307451	0
4	7.4609	6847364	11436145	-0.001579	-0.000483	0.000088
5	7.13944	6750094	10313595	1.385363	0.004157	-0.000139
6	7.2083	6932299	10914381	0.670561	0.178488	0.002318
7	7.19942	6930376	10854516	0.710572	0.177897	0.002015
8	7.3426	7121266	11437327	-0.004433	0.351195	-0.000352
9	7.0159	7027148	10315514	1.382054	0.350331	0.000912
10	7.0952	7209011	10913187	0.673266	0.523151	0.001874
11	7.0857	7209005	10854585	0.710386	0.526023	0.001662
12	7.2393	7358059	11435268	-0.000389	0.699088	-0.001963
13	6.9057	7310283	10312371	1.388635	0.698673	0.001721
14	6.99688	7453277	10914583	0.669967	0.874205	0.001626
15	6.9866	7451379	10854071	0.712332	0.87327	0.001962
16	7.19268	7515540	11436040	-0.000918	0.868909	0.000106
17	6.85886	7433146	10313480	1.386326	0.870866	0.001127
18	6.9529	7616544	10914489	0.670476	1.04912	0.0021
19	6.94336	7614473	10854453	0.71118	1.047204	0.00223
20	7.11184	7800347	11434539	0.001314	1.220893	-0.000982
21	6.77372	7725460	10312434	1.388539	1.223336	0.000841
22	6.88238	7905557	10920275	0.659023	1.39642	0.00163
23	6.86836	7905550	10853475	0.713174	1.399018	0.001863
24	7.0505	8045042	11438570	-0.006939	1.565188	0.000015
25	6.7058	8020024	10313531	1.386637	1.571646	0.002143
26	6.8201	8157389	10913580	0.672853	1.744184	0.003576
27	6.81022	8157392	10853535	0.713454	1.745553	0.003225
28	6.99966	8333209	11435325	0.000903	1.912747	0.00109
29	6.6568	8314354	10311450	1.390893	1.914366	0.001791
30	6.78134	8453370	10914046	0.672499	2.094404	0.002556
31	6.7714	8453401	10854375	0.71195	2.095368	0.002611
32	6.9702	8627390	11435386	0.000406	2.268082	0.000011
33	6.625	8613458	10312246	1.389819	2.261904	0.002117
34	6.75906	8748157	10913049	0.674667	2.439027	0.002609
35	6.74932	8748162	10853198	0.714647	2.439394	0.002376
36	6.95734	8916457	11434465	0.002289	2.610853	-0.000252
37	6.6127	8916436	10312555	1.388811	2.614343	0.000998
38	6.7544	9045204	10912409	0.675694	2.787058	0.002918
39	6.744	9045199	10852503	0.716011	2.786882	0.003291
40	6.96344	9210156	11435250	0.000702	2.962148	-0.001129
41	6.61732	9216276	10313100	1.388555	2.960183	0.001365
42	6.76828	9342075	10912578	0.675267	3.134997	0.002955
43	6.75884	9342060	10853289	0.714656	3.134316	0.002547
44	6.98378	9501535	11434475	0.002623	3.310862	0.000148
45	6.64012	9516517	10316109	1.383043	3.308744	0.002635
46	7.13552	6747314	10254142	1.423764	0.000553	-0.000082
47	7.08188	6736254	9049474	2.808407	-0.001107	0.003886
48	7.00984	6854213	9705018	2.094523	0.174337	0.003345
49	7.00796	6854219	9643060	2.136275	0.175009	0.003438
50	7.01114	7024055	10255490	1.421131	0.345838	0.001806
51	6.95662	7015441	9048259	2.811187	0.347422	0.004239
52	6.89078	7137125	9704110	2.096365	0.524411	0.004363
53	6.889	7137203	9643185	2.136101	0.525197	0.004399
54	6.90278	7306424	10254483	1.423231	0.692264	0.00163
55	6.84722	7258287	9048055	2.811975	0.691947	0.005272
56	6.79	7424051	9704448	2.09546	0.871377	0.00398
57	6.7878	7424057	9641320	2.139663	0.871963	0.004354
58	6.8088	7557487	10256016	1.421046	1.046158	0.001793
59	6.7512	7553024	9048555	2.810605	1.050258	0.005206
