# tiempo [s], press [mBar] 
0.0, 0.747 
1.283233642578125, 0.747 
2.5724945068359375, 0.747 
3.8467400074005127, 0.747 
5.119964361190796, 0.747 
6.403198480606079, 0.747 
7.686432600021362, 0.682 
8.959656953811646, 0.552 
10.242891073226929, 0.444 
11.516115188598633, 0.374 
12.801351070404053, 0.316 
14.084585189819336, 0.273 
15.35780954360962, 0.246 
16.641043663024902, 0.22 
17.90530276298523, 0.2 
19.200550317764282, 0.18 
20.473774671554565, 0.166 
21.758009672164917, 0.153 
23.04124355316162, 0.141 
24.314468145370483, 0.13 
25.597702026367188, 0.121 
26.88093614578247, 0.114 
28.154160261154175, 0.108 
29.437394380569458, 0.104 
30.72062849998474, 0.0997 
31.993852853775024, 0.0962 
33.27708697319031, 0.0926 
34.55031108856201, 0.0887 
35.833545207977295, 0.0858 
37.11878228187561, 0.0835 
38.392006397247314, 0.0806 
39.6752405166626, 0.0774 
40.94345998764038, 0.074 
42.22669434547424, 0.072 
43.504923820495605, 0.0699 
44.78315329551697, 0.0676 
46.06138277053833, 0.0661 
47.34461712837219, 0.0647 
48.622846841812134, 0.063 
49.901076555252075, 0.0614 
51.18431067466736, 0.0601 
52.46254062652588, 0.0589 
53.7407705783844, 0.0576 
55.01900029182434, 0.0564 
56.30323553085327, 0.0549 
57.581465005874634, 0.0539 
58.859694480895996, 0.0528 
60.13792443275452, 0.0522 
61.4211585521698, 0.0512 
62.69938802719116, 0.0501 
63.97761797904968, 0.0493 
65.26085209846497, 0.0487 
66.53908205032349, 0.0481 
67.81731152534485, 0.0473 
69.09554100036621, 0.0468 
70.37076783180237, 0.0467 
71.65300273895264, 0.0461 
72.93423533439636, 0.0459 
74.2124650478363, 0.0453 
75.49419832229614, 0.0448 
76.77342891693115, 0.0445 
78.05316019058228, 0.044 
79.33038926124573, 0.0439 
80.61162185668945, 0.0432 
81.89035201072693, 0.0431 
83.17108416557312, 0.0428 
84.44931411743164, 0.0424 
85.73004627227783, 0.0424 
87.01077842712402, 0.0421 
88.29051065444946, 0.0417 
89.56874060630798, 0.0417 
90.84697031974792, 0.041 
92.1292040348053, 0.041 
93.40743374824524, 0.041 
94.68816590309143, 0.0404 
95.96639561653137, 0.0404 
97.24512577056885, 0.0402 
98.52585792541504, 0.0397 
99.8045883178711, 0.0396 
101.08532047271729, 0.0396 
102.36405062675476, 0.0396 
103.64478278160095, 0.0389 
104.923513174057, 0.0389 
106.2042453289032, 0.0389 
107.48297548294067, 0.0385 
108.76470851898193, 0.0382 
110.06545996665955, 0.0382 
111.32867479324341, 0.0381 
112.61190891265869, 0.0382 
113.8951427936554, 0.0382 
115.16936826705933, 0.0376 
116.45260238647461, 0.0374 
117.73583602905273, 0.0376 
119.0090606212616, 0.0374 
120.29229474067688, 0.037 
121.57552862167358, 0.0369 
122.85175609588623, 0.0369 
124.12498044967651, 0.0369 
125.40921545028687, 0.0369 
126.69244956970215, 0.0365 
127.9666748046875, 0.0362 
129.24990892410278, 0.0362 
130.5231330394745, 0.0362 
131.80636715888977, 0.0362 
133.09060215950012, 0.0362 
134.36382675170898, 0.036 
135.6470606327057, 0.0354 
136.93029475212097, 0.0354 
138.2045202255249, 0.0356 
139.48775386810303, 0.0356 
140.7609784603119, 0.0354 
142.0442123413086, 0.0356 
143.32844734191895, 0.0349 
144.6016719341278, 0.0349 
145.8849060535431, 0.0349 
147.16813969612122, 0.0348 
148.44136428833008, 0.0348 
149.72559928894043, 0.0348 
150.9988236427307, 0.0342 
152.282057762146, 0.0341 
153.5652916431427, 0.0341 
154.83851599693298, 0.0341 
156.1217498779297, 0.0341 
157.40498399734497, 0.0341 
158.68321347236633, 0.0341 
159.95643782615662, 0.0341 
161.23967170715332, 0.0341 
162.5229058265686, 0.0341 
163.79713129997253, 0.0336 
165.08036518096924, 0.0334 
166.36359930038452, 0.0334 
167.63682389259338, 0.0334 
168.9200575351715, 0.0334 
170.19328212738037, 0.0333 
171.47651600837708, 0.0326 
172.75975012779236, 0.0326 
174.0339756011963, 0.0326 
175.317209482193, 0.0328 
176.6004433631897, 0.0321 
177.87366771697998, 0.0328 
179.15690183639526, 0.0326 
180.44013595581055, 0.0322 
181.71336030960083, 0.032 
182.99659419059753, 0.0321 
184.27982831001282, 0.032 
185.5530526638031, 0.032 
186.83628678321838, 0.032 
188.1195206642151, 0.0318 
189.39274501800537, 0.0314 
190.67597889900208, 0.0313 
191.94920349121094, 0.0314 
193.24144625663757, 0.0313 
194.51467084884644, 0.0313 
195.79790496826172, 0.0313 
197.071129322052, 0.0313 
198.35636520385742, 0.0308 
199.62958979606628, 0.0307 
200.912823677063, 0.0307 
202.1960575580597, 0.0307 
203.47028303146362, 0.0307 
204.75351691246033, 0.0302 
206.0267415046692, 0.0302 
207.30997562408447, 0.0302 
208.59320950508118, 0.0302 
209.86643385887146, 0.0302 
211.14966773986816, 0.0302 
212.43290185928345, 0.0302 
213.70612621307373, 0.0302 
214.989360332489, 0.0302 
216.27259421348572, 0.0299 
217.545818567276, 0.0297 
218.82905268669128, 0.0298 
220.11228680610657, 0.0298 
221.38651204109192, 0.0298 
222.6697461605072, 0.0297 
223.94397163391113, 0.0297 
225.22720527648926, 0.0297 
226.51043939590454, 0.0297 
227.78366374969482, 0.0295 
229.0678994655609, 0.0293 
230.34112358093262, 0.0293 
231.6243577003479, 0.0293 
