# tiempo [s], press [mBar] 
0.0, 0.0109 
1.2795159816741943, 0.011 
2.5590322017669678, 0.0109 
3.8365719318389893, 0.0109 
5.106107473373413, 0.011 
6.3856236934661865, 0.0109 
7.65515923500061, 0.0109 
8.934675455093384, 0.011 
10.214191675186157, 0.0109 
11.483727216720581, 0.0109 
12.76623797416687, 0.0109 
14.035773277282715, 0.0109 
15.315289497375488, 0.011 
16.58482527732849, 0.011 
17.864341497421265, 0.0111 
19.14385747909546, 0.011 
20.413393020629883, 0.011 
21.692909479141235, 0.011 
22.96244502067566, 0.011 
24.241961240768433, 0.011 
25.521477222442627, 0.011 
26.79101300239563, 0.011 
28.070529222488403, 0.011 
29.350045442581177, 0.011 
30.61958074569702, 0.011 
31.899097204208374, 0.011 
33.17861342430115, 0.011 
34.44814896583557, 0.011 
35.727664947509766, 0.011 
36.99720072746277, 0.011 
38.27671694755554, 0.011 
39.556233167648315, 0.011 
40.82576894760132, 0.011 
42.10528492927551, 0.011 
43.385799407958984, 0.011 
44.65533471107483, 0.011 
45.9348509311676, 0.011 
47.204386711120605, 0.011 
48.4849009513855, 0.011 
49.75443649291992, 0.011 
51.03594899177551, 0.011 
52.30548453330994, 0.011 
53.58500075340271, 0.011 
54.86451697349548, 0.011 
56.135050773620605, 0.011 
57.4145667552948, 0.011 
58.69408297538757, 0.011 
59.963618755340576, 0.011 
61.24313497543335, 0.011 
62.512670278549194, 0.011 
63.79218649864197, 0.011 
65.07170295715332, 0.011 
66.34123849868774, 0.011 
67.62075471878052, 0.011 
68.90027070045471, 0.011 
70.16980648040771, 0.011 
71.44932270050049, 0.0109 
72.71885824203491, 0.011 
73.99837446212769, 0.011 
75.27789068222046, 0.011 
76.548424243927, 0.011 
77.82794046401978, 0.011 
79.10845494270325, 0.011 
80.37799048423767, 0.0111 
81.65750670433044, 0.011 
82.92704224586487, 0.011 
84.20755648612976, 0.011 
85.47709226608276, 0.011 
86.75660848617554, 0.011 
88.03812098503113, 0.011 
89.30765628814697, 0.011 
90.58717250823975, 0.011 
91.85670828819275, 0.011 
93.13622450828552, 0.011 
94.41574048995972, 0.0111 
95.68527603149414, 0.011 
96.9647924900055, 0.0111 
98.24430871009827, 0.011 
99.51384425163269, 0.0111 
100.79336023330688, 0.011 
102.07287645339966, 0.011 
103.34341025352478, 0.0111 
104.62292647361755, 0.011 
105.8934600353241, 0.011 
107.17297625541687, 0.011 
108.45349049568176, 0.011 
109.72302627563477, 0.011 
111.00254249572754, 0.011 
112.27207803726196, 0.011 
113.55159425735474, 0.011 
114.83111047744751, 0.011 
116.10064601898193, 0.011 
117.3801622390747, 0.011 
118.64969801902771, 0.011 
119.92921423912048, 0.011 
121.20873022079468, 0.011 
122.4782657623291, 0.011 
123.75778222084045, 0.011 
125.03729844093323, 0.011 
126.30883002281189, 0.0111 
127.58834624290466, 0.011 
128.8578817844391, 0.011 
130.13739824295044, 0.011 
131.4169144630432, 0.011 
132.68644976615906, 0.011 
133.96596598625183, 0.011 
135.2454822063446, 0.011 
136.5150179862976, 0.011 
137.7945339679718, 0.011 
