# tiempo [s], press [mBar], Temp [C]
0.0, 1000.0, 24.98817188007999 
1.595921516418457, 1000.0, 24.98817188007999 
3.5187604427337646, 1000.0, 24.966768999999857 
5.441594839096069, 1000.0, 24.924035278002606 
6.72348690032959, 1000.0, 24.902704334171773 
8.325350046157837, 1000.0, 24.881397267442196 
10.565189123153687, 1000.0, 24.881397267442196 
12.485024213790894, 1000.0, 24.902704334171773 
14.080889225006104, 1000.0, 24.966768999999857 
15.683753490447998, 1000.0, 25.160266168617028 
17.283618211746216, 1000.0, 25.443275344810132 
19.20345449447632, 1000.0, 25.797452841684077 
20.80931854248047, 1000.0, 26.04254784999057 
22.401182651519775, 1000.0, 26.30916842016586 
24.007046937942505, 1000.0, 26.682220304057978 
25.92888307571411, 1000.0, 27.055496717476103 
27.52774691581726, 1000.0, 27.43128347237061 
29.12861132621765, 1000.0, 27.799649269806025 
30.730475425720215, 1000.0, 28.167584226342342 
32.64931058883667, 1000.0, 28.534911804395648 
34.2521755695343, 1000.0, 28.89882260191439 
35.85404062271118, 1000.0, 29.26164715310736 
37.44690656661987, 1000.0, 29.620456851989616 
39.37174201011658, 1000.0, 29.980432060488738 
40.97460675239563, 1000.0, 30.335851164708885 
42.57147288322449, 1000.0, 30.6920772306905 
44.174336671829224, 1000.0, 31.04609376280277 
46.09017324447632, 1000.0, 31.397647825396888 
47.69603705406189, 1000.0, 31.752545560649224 
49.28790283203125, 1000.0, 32.10157325492355 
50.896767139434814, 1000.0, 32.450574824984415 
52.8136031627655, 1000.0, 32.79942588201669 
54.410468339920044, 1000.0, 33.14799593498728 
56.01533246040344, 1000.0, 33.492835210122564 
57.613197565078735, 1000.0, 33.84036842449433 
59.53403353691101, 1000.0, 34.18376066099023 
61.13989782333374, 1000.0, 34.529654937356355 
62.7327618598938, 1000.0, 34.87096838942557 
64.33362674713135, 1000.0, 35.21817815111896 
66.2544629573822, 1000.0, 35.56045990497327 
67.85732817649841, 1000.0, 35.901178540201215 
69.45919299125671, 1000.0, 36.24394107477141 
71.06105613708496, 1000.0, 36.58487878826455 
72.97789335250854, 1000.0, 36.923787638300155 
74.58075833320618, 1000.0, 37.26445035848141 
76.182621717453, 1000.0, 37.60278695652937 
77.78248572349548, 1000.0, 37.942701930425784 
79.70032095909119, 1000.0, 38.279970337311795 
81.30518412590027, 1000.0, 38.614353769266785 
82.90404844284058, 1000.0, 38.94560630112326 
84.50391244888306, 1000.0, 39.282289762947045 
86.42074775695801, 1000.0, 39.615612311032066 
88.02161169052124, 1000.0, 39.94986075600596 
89.62747478485107, 1000.0, 40.28961024859717 
91.21934080123901, 1000.0, 40.62562271737056 
93.1441752910614, 1000.0, 40.957611201454284 
94.74704027175903, 1000.0, 41.290138613092324 
96.34790444374084, 1000.0, 41.61326432818288 
97.94876837730408, 1000.0, 41.94148339844358 
99.8696038722992, 1000.0, 42.26985746076727 
101.46646785736084, 1000.0, 42.598301853808096 
103.06633186340332, 1000.0, 42.92672807361018 
104.6641960144043, 1000.0, 43.249707304405746 
106.58503127098083, 1000.0, 43.57773185060478 
108.18389558792114, 1000.0, 43.90544758207325 
109.78475952148438, 1000.0, 44.227159660008994 
111.38762354850769, 1000.0, 44.55385184459469 
113.30645895004272, 1000.0, 44.87990670731263 
114.90732312202454, 1000.0, 45.19935337639198 
116.5111870765686, 1000.0, 45.52368506000052 
118.11105132102966, 1000.0, 45.840978527946774 
120.03088665008545, 1000.0, 46.16307494493242 
121.63175058364868, 1000.0, 46.47768121544789 
123.22661566734314, 1000.0, 46.80330233128761 
124.83047986030579, 1000.0, 47.127551644506184 
126.74931502342224, 1000.0, 47.450280978448546 
128.34917902946472, 1000.0, 47.77793958776468 
129.95604252815247, 1000.0, 48.09726329190181 
131.5499074459076, 1000.0, 48.42139606541801 
133.47274255752563, 1000.0, 48.7435694996323 
135.06860780715942, 1000.0, 49.06361240860441 
136.67747282981873, 1000.0, 49.381348457695694 
138.2713384628296, 1000.0, 49.696596213310954 
140.19717407226562, 1000.0, 50.01649214544783 
141.79003977775574, 1000.0, 50.32630403631484 
143.39290475845337, 1000.0, 50.64058974424698 
144.99476981163025, 1000.0, 50.95182618860527 
146.91960501670837, 1000.0, 51.25980829443651 
148.51447081565857, 1000.0, 51.57219035015714 
150.11733603477478, 1000.0, 51.87313838003219 
151.71920108795166, 1000.0, 52.17827334844719 
153.31506609916687, 1000.0, 52.47950777871954 
155.24290227890015, 1000.0, 52.78492441632338 
156.84276819229126, 1000.0, 53.09463444282399 
158.4426338672638, 1000.0, 53.40020473882038 
160.0355007648468, 1000.0, 53.7013936107022 
161.95633792877197, 1000.0, 54.006737917230936 
163.5562038421631, 1000.0, 54.31634741885841 
165.15606951713562, 1000.0, 54.61227395656209 
167.0769066810608, 1000.0, 54.92134470424551 
168.6817717552185, 1000.0, 55.225484789437104 
170.28563690185547, 1000.0, 55.52442398955955 
171.88650250434875, 1000.0, 55.827419378505255 
173.80333971977234, 1000.0, 56.13457628643711 
175.40320563316345, 1000.0, 56.42641262168347 
177.0040717124939, 1000.0, 56.73201971300111 
178.60393738746643, 1000.0, 57.021724082837096 
180.2098023891449, 1000.0, 57.32539689657109 
182.13063955307007, 1000.0, 57.6125664107164 
183.72250652313232, 1000.0, 57.91389651381749 
185.32237219810486, 1000.0, 58.21930001517275 
186.92223811149597, 1000.0, 58.50739537575264 
188.84607529640198, 1000.0, 58.810081186767576 
190.44894123077393, 1000.0, 59.094808649415725 
192.0448079109192, 1000.0, 59.39431265644744 
