# tiempo [s], press [mBar] 
962.7926077842712, 0.0473 
964.0746495723724, 0.0473 
965.3536911010742, 0.0468 
966.6297330856323, 0.0465 
967.9037756919861, 0.0465 
969.1858172416687, 0.0467 
970.4598591327667, 0.0467 
971.7469007968903, 0.0467 
973.0199422836304, 0.046 
974.2979848384857, 0.0459 
975.5760269165039, 0.0459 
976.8570685386658, 0.0459 
978.1361107826233, 0.0459 
979.4151530265808, 0.0459 
980.6941955089569, 0.0453 
981.9672379493713, 0.0452 
983.2492804527283, 0.0452 
984.5253224372864, 0.0452 
985.8103647232056, 0.0452 
987.0844073295593, 0.0452 
988.3684492111206, 0.0452 
989.6414909362793, 0.0452 
990.9265329837799, 0.0452 
992.1995754241943, 0.0452 
993.4826183319092, 0.0445 
994.7606611251831, 0.0445 
996.0397036075592, 0.0445 
997.3177456855774, 0.0445 
998.5937876701355, 0.0445 
999.8698296546936, 0.0445 
1001.1498720645905, 0.0445 
1002.4259147644043, 0.0439 
1003.7059574127197, 0.0437 
1004.9859998226166, 0.0437 
1006.2670421600342, 0.0437 
1007.8630928993225, 0.0439 
1009.1441354751587, 0.0437 
1010.419177532196, 0.0437 
1011.6982204914093, 0.0437 
1012.9812648296356, 0.0433 
1014.2613070011139, 0.0432 
1015.5353498458862, 0.0431 
1016.813392162323, 0.0431 
1018.0894348621368, 0.0431 
1019.3714783191681, 0.0431 
1020.6515207290649, 0.0431 
1021.9295628070831, 0.0426 
1023.2066056728363, 0.0424 
1024.4896483421326, 0.0424 
1026.08269906044, 0.0424 
1027.3687417507172, 0.0425 
1028.6437847614288, 0.0424 
1029.9168272018433, 0.0424 
1031.1978702545166, 0.0417 
1032.4829132556915, 0.0417 
1033.7589569091797, 0.0417 
1035.0320003032684, 0.0417 
1036.3160429000854, 0.0413 
1037.5910856723785, 0.041 
1038.873128414154, 0.041 
1040.1481709480286, 0.041 
1041.4262142181396, 0.0404 
1042.7102575302124, 0.0402 
1043.9903016090393, 0.0402 
1045.2663443088531, 0.0402 
1046.5423872470856, 0.0397 
1047.8184306621552, 0.0396 
1049.096474647522, 0.039 
1050.3805181980133, 0.0389 
1051.660561323166, 0.0388 
1052.9376051425934, 0.0382 
1054.2116484642029, 0.0382 
1055.4926919937134, 0.0376 
1056.7727348804474, 0.0374 
1058.0557792186737, 0.0372 
1059.3338224887848, 0.0369 
1060.6098659038544, 0.0366 
1061.8849096298218, 0.0362 
1063.1629524230957, 0.0362 
1064.4449949264526, 0.0358 
1065.7180383205414, 0.0354 
1067.000081539154, 0.0354 
1068.2821249961853, 0.0349 
1069.567168712616, 0.0348 
1070.8402121067047, 0.0342 
1072.1202561855316, 0.0341 
1073.7153067588806, 0.0336 
1074.9933505058289, 0.0333 
1076.2733938694, 0.0328 
1077.5514376163483, 0.0321 
1078.8274812698364, 0.032 
1080.1065244674683, 0.0312 
1081.3815677165985, 0.0307 
1082.6676115989685, 0.0302 
1083.944655418396, 0.0297 
1085.5407059192657, 0.0292 
1086.823750257492, 0.0289 
1088.0937933921814, 0.0283 
1089.373836517334, 0.0278 
1090.6518805027008, 0.0276 
1091.9349238872528, 0.0272 
1093.2159678936005, 0.0267 
1094.8160190582275, 0.0262 
1096.095062971115, 0.0258 
1097.3701066970825, 0.0252 
1098.6441507339478, 0.0248 
1099.9241948127747, 0.0245 
1101.527251958847, 0.024 
1103.1243028640747, 0.0235 
1104.3953466415405, 0.0231 
1106.0023987293243, 0.0227 
1107.5984494686127, 0.022 
1108.8714935779572, 0.0217 
1110.1555378437042, 0.0214 
1111.7515895366669, 0.0209 
1113.3496403694153, 0.0204 
1114.6316847801208, 0.0202 
1115.903728723526, 0.0198 
1117.182773590088, 0.0196 
1118.4608170986176, 0.0194 
1120.061868429184, 0.0192 
1121.3379120826721, 0.019 
1122.6239559650421, 0.0188 
1123.9019994735718, 0.0187 
1125.1820435523987, 0.0186 
1126.773094177246, 0.0184 
1128.3711457252502, 0.0182 
1129.9681968688965, 0.0179 
1131.2532413005829, 0.0179 
1132.8502922058105, 0.0176 
1134.4453437328339, 0.0174 
1135.7243876457214, 0.0173 
1137.3234386444092, 0.017 
1138.9244899749756, 0.017 
1140.521541595459, 0.0167 
1142.1135928630829, 0.0167 
1143.7126438617706, 0.0164 
1145.311695098877, 0.0164 
1146.9107468128204, 0.0162 
1148.5107979774475, 0.0162 
1149.7828421592712, 0.0161 
1151.3848934173584, 0.0158 
1152.9849445819855, 0.0158 
1154.5809962749481, 0.0158 
1156.1790480613708, 0.0156 
1157.7760989665985, 0.0155 
1159.3721516132355, 0.0153 
1160.9722027778625, 0.0153 
1162.5672540664673, 0.015 
1164.1683061122894, 0.015 
1165.7703576087952, 0.015 
1167.3644082546234, 0.015 
1168.961459159851, 0.0147 
1170.562510251999, 0.0147 
1172.1575617790222, 0.0148 
1173.7566139698029, 0.0146 
1175.3407146930695, 0.0144 
1176.9698596000671, 0.0144 
1178.5569376945496, 0.0144 
1180.1570162773132, 0.0144 
1181.7281241416931, 0.0142 
1183.359235048294, 0.0142 
1184.950313091278, 0.0141 
1186.5473911762238, 0.0139 
1188.1394696235657, 0.0138 
1189.7465484142303, 0.0138 
1191.3446266651154, 0.0137 
1192.9497542381287, 0.0136 
1194.5148477554321, 0.0135 
1196.112958908081, 0.0135 
1197.7450783252716, 0.0135 
1199.3351588249207, 0.0133 
