# tiempo [s], press [mBar], Temp [C]
0.0, 0.0684, 184.10042819284882 
1.9279999732971191, 0.0684, 184.11548594610034 
3.5299997329711914, 0.0684, 184.12301701918253 
5.121999740600586, 0.0684, 184.13054955727233 
6.723999977111816, 0.0682, 184.13054955727233 
8.645999908447266, 0.0684, 184.13808356089697 
10.247999906539917, 0.0684, 184.13808356089697 
11.849999904632568, 0.0684, 184.14561903058504 
13.45199990272522, 0.0684, 184.12301701918253 
15.373999834060669, 0.0682, 184.05529003847371 
16.9760000705719, 0.0684, 183.92768370850166 
18.57799983024597, 0.0684, 183.7482470836735 
20.169999837875366, 0.0682, 183.52511604927813 
22.09499979019165, 0.0684, 183.2664150009245 
23.69700002670288, 0.0684, 182.97286463921105 
25.298999786376953, 0.0684, 182.6670237119192 
26.89299988746643, 0.0674, 182.3348190782209 
28.497999906539917, 0.0674, 181.98407736228177 
30.420000076293945, 0.0674, 181.62239011896872 
32.02199983596802, 0.0672, 181.25708977138098 
33.93399977684021, 0.0672, 180.87446907128196 
35.54299974441528, 0.0664, 180.5024931688563 
37.14400005340576, 0.0661, 180.12731722551285 
38.746999740600586, 0.0661, 179.75579674076872 
40.66000008583069, 0.0661, 179.37455380635285 
42.26299977302551, 0.0653, 178.99709580739238 
43.865999937057495, 0.0653, 178.62335369992934 
45.46399998664856, 0.0653, 178.25326025978683 
47.0629997253418, 0.0653, 177.8931495097474 
48.98299980163574, 0.0647, 177.5300974969684 
50.58699989318848, 0.0643, 177.1642257051005 
52.19199991226196, 0.0643, 176.80187090602044 
53.793999910354614, 0.0643, 176.4368129481655 
55.70799994468689, 0.0643, 176.08746524099155 
57.31099987030029, 0.0637, 175.73529476933535 
58.91599988937378, 0.0632, 175.3923899160829 
60.51099967956543, 0.063, 175.04666360838766 
62.11699986457825, 0.0632, 174.69822635005073 
64.02999973297119, 0.063, 174.35301083657163 
65.63599991798401, 0.063, 174.01673360463246 
67.23899984359741, 0.0622, 173.68346606125007 
69.15699982643127, 0.062, 173.35315862685337 
70.75300002098083, 0.062, 173.02576290327704 
72.3589997291565, 0.062, 172.69009143264057 
73.95700001716614, 0.062, 172.36295417350766 
75.55899977684021, 0.061, 172.03868423326404 
77.48099994659424, 0.061, 171.72266036939362 
79.08599996566772, 0.061, 171.40394063791874 
80.68400001525879, 0.061, 171.08795334197515 
82.28499984741211, 0.061, 170.7640816827233 
84.20099997520447, 0.061, 170.4535197999775 
85.79999995231628, 0.061, 170.14036504766375 
87.40299987792969, 0.0599, 169.8350151073706 
89.00799989700317, 0.0599, 169.53218944746408 
90.92400002479553, 0.0599, 169.2217117093156 
92.52699971199036, 0.0599, 168.91384963378337 
94.12899994850159, 0.0593, 168.60856261034968 
95.72499990463257, 0.0599, 168.31075385048385 
97.65299987792969, 0.0591, 168.01045810512062 
99.25200009346008, 0.0587, 167.7126215658369 
100.85499978065491, 0.0587, 167.4172071027442 
102.45799994468689, 0.0589, 167.11939432436108 
104.37899971008301, 0.0587, 166.819264277201 
105.9709997177124, 0.0587, 166.53572119509812 
107.5809998512268, 0.0587, 166.24504402944484 
109.17199993133545, 0.0576, 165.95205557827597 
111.09999990463257, 0.0576, 165.66142753919326 
112.69199991226196, 0.0576, 165.37312483599783 
114.30299973487854, 0.0576, 165.08711314739654 
115.89599990844727, 0.0578, 164.7988728713454 
117.8219997882843, 0.0576, 164.52182917690686 
119.4229998588562, 0.0578, 164.23365954094942 
121.02499985694885, 0.0568, 163.94778909650796 
122.62400007247925, 0.0568, 163.66418399435588 
124.54299974441528, 0.0566, 163.38712317740752 
126.14599990844727, 0.0568, 163.10791647875436 
127.74199986457825, 0.0568, 162.83087830952016 
129.34299969673157, 0.0568, 162.55176487231304 
131.26799988746643, 0.0566, 162.526499092 
132.86899995803833, 0.0568, 162.27482328430463 
134.47299981117249, 0.0555, 161.98343586720517 
136.07200002670288, 0.0555, 161.7355641595816 
137.99399995803833, 0.0555, 161.4485527038699 
139.59599995613098, 0.0555, 161.16384727525227 
141.19599986076355, 0.0558, 160.88141367034862 
142.79399991035461, 0.0558, 160.64111052039988 
144.7189998626709, 0.0555, 160.3628077649564 
146.3159999847412, 0.0555, 160.08668308931055 
147.92000007629395, 0.0545, 159.8127050138001 
149.52099990844727, 0.0545, 159.540842718065 
151.43099975585938, 0.0543, 159.27106602302743 
153.03799986839294, 0.0543, 159.041466403853 
154.6399998664856, 0.0545, 158.77548501606233 
156.242999792099, 0.0545, 158.5115063836696 
158.16400003433228, 0.0545, 158.2122331541145 
159.760999917984, 0.0543, 157.9524530342604 
161.36299967765808, 0.0535, 157.6945899718618 
162.9649999141693, 0.0535, 157.43861782025786 
164.8899998664856, 0.0533, 157.18451094983283 
166.48699975013733, 0.0535, 156.93224423466617 
168.0899999141693, 0.0533, 156.68179303960696 
169.69199991226196, 0.0535, 156.39775522125376 
171.60800004005432, 0.0535, 156.15111367918703 
173.21399974822998, 0.0535, 155.90621329012959 
174.81499981880188, 0.0535, 155.6284300158065 
176.4099998474121, 0.0535, 155.38718467741927 
178.33200001716614, 0.0524, 155.1476104875226 
179.93099975585938, 0.0524, 154.8758302665318 
181.53200006484985, 0.0524, 154.63976551208404 
