AMP_VRMS, phase 
0.07253359940055366, 57.486 
0.073315659500546, 57.384 
0.07415216682268969, 57.288 
0.07501483709573727, 57.174 
0.07590508453325114, 57.078 
0.07680876699960754, 56.958 
0.07773931952364904, 56.844 
0.07869674210537561, 56.73 
0.07966830682272594, 56.61 
0.0806794695198227, 56.49 
0.08171820938138574, 56.376 
0.08279725432947642, 56.256 
0.08387629927756708, 56.112 
0.08500908434102794, 55.974 
0.08616873946217386, 55.842 
0.08736940677662862, 55.692 
0.08859623704198728, 55.542 
0.08987751452949731, 55.386 
0.09118566207469242, 55.224 
0.09252138678435382, 55.062 
0.09392357953144674, 54.888 
0.09533991441416338, 54.714 
0.09683685946993531, 54.546 
0.09837481671901606, 54.354 
0.09997924200552832, 54.156 
0.10161124445650689, 53.952 
0.10332456418732189, 53.742 
0.10506404686904079, 53.526 
0.1068982818594387, 53.31 
0.10878625696520677, 53.07 
0.11076969148643505, 52.83 
0.11279272398740976, 52.578 
0.11492323671912481, 52.314 
0.11713506673067635, 52.044 
0.11941477899322178, 51.768 
0.12180197148650755, 51.474 
0.12428320918169115, 51.168 
0.12688677635002002, 50.844 
0.12959711664230808, 50.502 
0.13242978640774136, 50.148 
0.13538337143275758, 49.782 
0.1384988839106655, 49.398 
0.1417218766193138, 48.99 
0.1451209389164775, 48.564 
0.14869465658859435, 48.108 
0.1518511812598111, 47.556 
0.1554920740761406, 47.028 
0.1595657162425563, 46.512 
0.1638543188704527, 45.954 
0.16839960125991987, 45.36 
0.17316055121764887, 44.742 
0.17817747383016744, 44.076 
0.18350481631962687, 43.38 
0.18915601371486976, 42.636 
0.19513035890911493, 41.844 
0.2014964412601374, 40.998 
0.20822668360347096, 40.086 
0.2154151311410134, 39.114 
0.2230631980863271, 38.076 
0.23118219814791102, 36.96 
0.23985415571238286, 35.748 
0.24920069314610663, 34.446 
0.2591270581404034, 33.036 
0.26967426288858193, 31.5 
0.2809356454857589, 29.844 
0.292925348067558, 28.032 
0.30571125288497314, 26.046 
0.3192120426581679, 23.88 
0.3334538803380461, 21.516 
0.34839787505164266, 18.924 
0.3645552650017553, 15.996 
0.3798761476297242, 12.99 
0.3960335375798368, 9.6 
0.41202900007705767, 5.916 
0.427404329927178, 1.926 
0.4415924274916861, -2.364 
0.4539752814438249, -6.924 
0.46390164643812165, -11.748 
0.4707803812055043, -16.758 
0.47407125616514656, -21.9 
0.4735317336911012, -27.078 
0.4691618137833684, -32.226 
0.46117787111699104, -37.242 
0.45017246117460363, -42.078 
0.4367643023897443, -46.668 
0.42160534721466714, -50.982 
0.4053128998693479, -55.002 
0.3885078001076684, -58.71 
0.37154147999987835, -62.118 
0.3549251777487757, -65.232 
0.338740917740978, -68.088 
0.3233118477754875, -70.698 
0.30852978051478275, -73.074 
0.2946117977406879, -75.252 
0.2814751679598042, -77.238 
0.2692019155587493, -79.05 
0.25763011308463146, -80.73 
0.24681350065282084, -82.266 
0.2367252082056324, -83.682 
0.22723017834785944, -84.996 
0.21838215119487214, -86.208 
0.2101012236803965, -87.318 
0.20230537141781482, -88.362 
0.19502287867837456, -89.334 
0.18817101396867691, -90.234 
0.18169745138691407, -91.092 
0.17565522394167501, -91.884 
0.16993685140221942, -92.634 
0.16454233376854724, -93.324 
0.15944409387619224, -93.99 
0.1545883916097842, -94.608 
0.15003038129825572, -95.202 
0.14568733144820795, -95.748 
0.14156065627320327, -96.27 
0.13762207150199418, -96.768 
0.1339267314635133, -97.248 
0.1303933188779241, -97.698 
0.12702112663844548, -98.118 
0.12378469890095463, -98.526 
0.12070949150957434, -98.916 
0.11779621157108577, -99.294 
0.11499111897011874, -99.642 
0.11226663654220696, -99.984 
0.10967650440272064, -100.308 
0.10722213676522213, -100.614 
0.1048215092430938, -100.914 
0.10255523200939093, -101.196 
0.10031653194015432, -101.49 
0.0980778318709177, -101.868 
0.09605479936994299, -102.138 
0.09411237704202355, -102.378 
0.09222440193625546, -102.6 
0.09044390706122774, -102.828 
0.08869098935066629, -103.038 
0.086991811755475, -103.248 
0.08540011439102409, -103.434 
0.08383528708425826, -103.644 
0.0823249069996438, -103.812 
0.08084139697271442, -103.98 
0.07941162706115522, -104.172 
0.07803630437174738, -104.34 
0.07674159185539482, -104.496 
0.07542000928135716, -104.646 
0.07412458965822341, -104.802 
0.07293806447939237, -104.946 
0.07175153930056136, -105.096 
0.07057788346514793, -105.234 
0.06949890922773537, -105.378 
0.06841993499032281, -105.504 
0.06735446649243093, -105.63 
0.06631593876290225, -105.75 
0.0653314339914562, -105.87 
0.06434685850933207, -105.984 
0.0634028002457699, -106.098 
0.06248568275057095, -106.218 
0.06159550602373521, -106.326 
0.060705400007577584, -106.428 
0.05984223475978316, -106.53 
0.05900601028035195, -106.626 
0.05821030301948273, -106.728 
