# tiempo [s], press [mBar], Temp [C]
0.0, 6.46, 25.13219487056577 
1.5779998302459717, 6.48, 25.125722745648687 
3.5229997634887695, 6.48, 25.119252817847553 
5.444999933242798, 6.59, 25.11494075257079 
7.359999895095825, 6.59, 25.106319547950335 
8.966999769210815, 6.59, 25.099856203033823 
10.56499981880188, 6.59, 25.093395049594193 
12.483999967575073, 6.7, 25.086936086224853 
14.085999727249146, 6.7, 25.080479311521174 
15.684999942779541, 6.7, 25.074024724077987 
17.28599977493286, 6.81, 25.06757232249396 
19.20899987220764, 6.78, 25.0632719351116 
20.801999807357788, 6.78, 25.056823173511617 
22.406999826431274, 6.78, 25.050376594036067 
24.01199984550476, 6.94, 25.04393219528771 
25.925999879837036, 6.94, 25.039637140280092 
27.531999826431274, 6.91, 25.033196372974146 
29.125999689102173, 6.94, 25.026757782672888 
30.727999925613403, 6.99, 25.02032136798681 
32.64999985694885, 7.16, 25.01388712751961 
34.252999782562256, 7.1, 25.009598841089343 
35.847999811172485, 7.13, 25.003168221236933 
37.45699977874756, 7.26, 24.996739771899854 
39.36999988555908, 7.32, 24.990313491692547 
40.977999687194824, 7.29, 24.986030509275707 
42.57499980926514, 7.29, 24.97960784120687 
44.17199993133545, 7.43, 24.973187338575485 
46.10199975967407, 7.45, 25.052525211488927 
47.69999980926514, 7.43, 25.160266168617028 
49.615999937057495, 7.45, 25.160266168617028 
51.216999769210815, 7.56, 25.13866919401343 
52.8219997882843, 208.0, 25.095548523997053 
54.41499972343445, 1000.0, 24.98817188007999 
56.33799982070923, 1000.0, 24.98817188007999 
57.93999981880188, 1000.0, 25.052525211488927 
59.54199981689453, 1000.0, 25.13866919401343 
61.14399981498718, 1000.0, 25.203533659520957 
63.066999673843384, 1000.0, 25.246899557967197 
64.65899968147278, 1000.0, 25.268619542627135 
66.26099991798401, 1000.0, 25.29036428863901 
67.86399984359741, 1000.0, 25.312133849511724 
69.78199982643127, 1000.0, 25.312133849511724 
71.38699960708618, 1000.0, 25.312133849511724 
72.98599982261658, 1000.0, 25.312133849511724 
74.58999967575073, 1000.0, 25.312133849511724 
76.50799989700317, 1000.0, 25.312133849511724 
78.10899996757507, 1000.0, 25.333928278924247 
79.71099972724915, 1000.0, 25.333928278924247 
81.30799984931946, 1000.0, 25.333928278924247 
83.22000002861023, 1000.0, 25.312133849511724 
84.82799983024597, 1000.0, 25.29036428863901 
86.42999982833862, 1000.0, 25.225204281321936 
88.03600001335144, 1000.0, 25.13866919401343 
89.95199990272522, 1000.0, 25.009598841089343 
91.55599999427795, 1000.0, 24.966768999999857 
93.15499973297119, 1000.0, 24.945390149653036 
94.7519998550415, 1000.0, 24.924035278002606 
96.35799980163574, 1000.0, 24.924035278002606 
98.27699995040894, 1000.0, 24.945390149653036 
99.88099980354309, 1000.0, 24.98817188007999 
101.48299980163574, 1000.0, 25.009598841089343 
